39,ACR797,Saint Petersburg,Vancouver,Lockheed 1011,400,18
12,OA338,Dallas,Dallas,Airbus 380,475,11
30,CEA114,San Francisco,Paris,Airbus A320,200,18
2,AGA377,Dallas,Mexico City,Airbus A320,200,16
4,DA298,London,Dallas,Boeing 737,210,13
9,VA167,Boston,Cape Town,Boeing 747,280,12
39,ACR948,Pretoria,Seoul,Boeing 757,300,4
36,AAR227,London,Cairo,Airbus A320,200,22
17,ATA602,Beijing,San Francisco,Boeing 737,210,2
41,ADA797,Lisbon,Casablanca,Boeing 747,280,15
43,AUA646,Athens,Alexandria,Lockheed 1011,400,18
28,ANZ766,Washington D.C.,Havana,Airbus 380,475,18
